"name","year-month","avg_monthly_pct_change"
"AAPL","2025-12","-0.002209020469464146"
"AAPL","2026-01","-0.21500422090914495"
"AAPL","2026-02","-0.005960464548695547"
"AAPL","2026-03","-0.1413638379307489"
"AAPL","2026-04","0.2856164957857259"
"AAPL","2026-05","0.762696341354126"
"ABBV","2025-12","0.13144749849856896"
"ABBV","2026-01","0.10807375142590259"
"ABBV","2026-02","0.43027244744249254"
"ABBV","2026-03","-0.33143459105435275"
"ABBV","2026-04","0.10690408434695522"
"ABBV","2026-05","-0.30898739956653953"
"ACN","2025-12","0.11566190188938766"
"ACN","2026-01","0.043793654760449566"
"ACN","2026-02","-0.30978252155644465"
"ACN","2026-03","-0.09887275485815344"
"ACN","2026-04","-0.3707603276901537"
"ACN","2026-05","-1.082782722097964"
"ADBE","2025-12","0.02555611911759509"
"ADBE","2026-01","-0.502514393149595"
"ADBE","2026-02","-0.059848398713184384"
"ADBE","2026-03","0.17943130611005903"
"ADBE","2026-04","-0.24374602670613513"
"ADBE","2026-05","-0.2246496219687278"
"AMD","2025-12","0.005491515577776584"
"AMD","2026-01","0.08774526683767073"
"AMD","2026-02","-0.3857671478211017"
"AMD","2026-03","0.514971761444574"
"AMD","2026-04","1.827675367899909"
"AMD","2026-05","0.7694697290711573"
"AMGN","2025-12","0.1938497110096744"
"AMGN","2026-01","0.46064411027054264"
"AMGN","2026-02","0.6627705674187424"
"AMGN","2026-03","-0.3790596261256514"
"AMGN","2026-04","-0.04274543253004077"
"AMGN","2026-05","0.2550603657389714"
"AMT","2025-12","-0.03741843149691655"
"AMT","2026-01","0.22429373903414812"
"AMT","2026-02","0.3433465044052467"
"AMT","2026-03","-0.4222436216147374"
"AMT","2026-04","0.2354637176343871"
"AMT","2026-05","-0.3241652983070037"
"AMZN","2025-12","0.1186486873591723"
"AMZN","2026-01","0.15166347184593906"
"AMZN","2026-02","0.053384921422602864"
"AMZN","2026-03","0.18472756984514882"
"AMZN","2026-04","0.4486098124501354"
"AMZN","2026-05","0.20743140652419023"
"AVGO","2025-12","-0.1432968255257269"
"AVGO","2026-01","-0.6037617180813498"
"AVGO","2026-02","-0.03341871017500328"
"AVGO","2026-03","-0.12912945151349253"
"AVGO","2026-04","0.8799524482509721"
"AVGO","2026-05","0.02060804586916057"
"AXP","2025-12","-0.39895674746549553"
"AXP","2026-01","0.08188352832920132"
"AXP","2026-02","-0.5445145380941925"
"AXP","2026-03","0.1395284973482981"
"AXP","2026-04","0.23261608400547415"
"AXP","2026-05","-0.709589882642768"
"BA","2025-12","0.24797973918002442"
"BA","2026-01","0.25553881588517624"
"BA","2026-02","-0.2637382010349923"
"BA","2026-03","-0.30102183271280086"
"BA","2026-04","0.3213025449925044"
"BA","2026-05","-0.29617169803157817"
"BAC","2025-12","-0.15025403467448326"
"BAC","2026-01","0.0787499568294646"
"BAC","2026-02","-0.12420459179367609"
"BAC","2026-03","0.1147946736852985"
"BAC","2026-04","0.2766821334664201"
"BAC","2026-05","-1.0485853367279903"
"BLK","2025-12","-0.25014319778644234"
"BLK","2026-01","0.284674202129482"
"BLK","2026-02","-0.11050612439067731"
"BLK","2026-03","0.042200235568500194"
"BLK","2026-04","0.2392624474618968"
"BLK","2026-05","0.03745437642551688"
"CAT","2025-12","-0.3536538150946407"
"CAT","2026-01","0.4532245790559012"
"CAT","2026-02","0.5053766832176434"
"CAT","2026-03","0.1565562385528331"
"CAT","2026-04","0.5295812063288231"
"CAT","2026-05","-0.2549718749895861"
"CB","2025-12","0.12208621308246555"
"CB","2026-01","0.030261215227107875"
"CB","2026-02","0.21260541342792125"
"CB","2026-03","-0.23109625597388037"
"CB","2026-04","0.31842983795235896"
"CB","2026-05","-0.3685550057175035"
"COST","2025-12","0.13538696132550895"
"COST","2026-01","0.4154174136911341"
"COST","2026-02","0.28718835304529433"
"COST","2026-03","-0.03377863848574217"
"COST","2026-04","0.15991666919593714"
"COST","2026-05","0.23887506658650767"
"CRM","2025-12","0.3235077824163762"
"CRM","2026-01","-0.6359407089426059"
"CRM","2026-02","0.20110197928108706"
"CRM","2026-03","0.025678328929920946"
"CRM","2026-04","-0.4491701984156132"
"CRM","2026-05","-0.2650741607537591"
"CVS","2025-12","0.10855121111022306"
"CVS","2026-01","0.2728277350144236"
"CVS","2026-02","0.49911313647092825"
"CVS","2026-03","-0.5913486388422903"
"CVS","2026-04","0.3357605841469066"
"CVS","2026-05","0.6702636861179971"
"CVX","2025-12","0.052106332816462354"
"CVX","2026-01","0.02884581619966229"
"CVX","2026-02","0.16847915970267194"
"CVX","2026-03","0.2802402109129887"
"CVX","2026-04","-0.08080930534676967"
"CVX","2026-05","0.2553847708361612"
"D","2025-12","-0.06196441760907299"
"D","2026-01","0.034593607627823736"
"D","2026-02","0.020606862426725173"
"D","2026-03","-0.18829626676752717"
"D","2026-04","0.32415878289215355"
"D","2026-05","-0.3452507569086869"
"DHR","2025-12","0.13918067493953099"
"DHR","2026-01","0.08789023836050792"
"DHR","2026-02","0.3250739102851757"
"DHR","2026-03","-0.239211931168111"
"DHR","2026-04","-0.18777018571999332"
"DHR","2026-05","-1.2812546448265585"
"DUK","2025-12","0.018164594900509264"
"DUK","2026-01","0.1431787897163444"
"DUK","2026-02","0.20743594082048544"
"DUK","2026-03","-0.07947452510177887"
"DUK","2026-04","-0.03815418126456808"
